"frequency_hz","target_gain_vv","target_gain_db","target_phase_deg","weight"
"167880.402","0.02014281","-33.91760056","-332.81128503","1"
"172782.598","0.0179523","-34.91760048","-333.57577857","1"
"177827.941","0.016","-35.91760046","-334.31914741","1"
"183020.611","0.01426001","-36.91760051","-335.04194487","1"
"188364.909","0.01270925","-37.91760043","-335.74471217","1"
"193865.264","0.01132713","-38.91760048","-336.42797889","1"
"199526.231","0.01009532","-39.9176003","-337.09226231","1"
"205352.503","0.00899746","-40.91760044","-337.73806852","1"
"211348.904","0.008019","-41.91760038","-338.36589121","1"
"217520.403","0.00714694","-42.9176003","-338.97621299","1"
"223872.114","0.00636971","-43.91760039","-339.56950498","1"
"230409.298","0.00567701","-44.91760042","-340.14622682","1"
"237137.371","0.00505964","-45.91760042","-340.70682711","1"
"244061.907","0.00450941","-46.91760038","-341.25174348","1"
"251188.643","0.00401902","-47.91760033","-341.78140277","1"
"258523.484","0.00358195","-48.91760036","-342.29622122","1"
"266072.506","0.00319242","-49.91760035","-342.79660452","1"
"273841.963","0.00284525","-50.9176003","-343.28294815","1"
"281838.293","0.00253583","-51.91760033","-343.7556376","1"
"290068.12","0.00226006","-52.91760036","-344.21504835","1"
"298538.262","0.00201428","-53.91760036","-344.66154624","1"
"307255.737","0.00179523","-54.9176004","-345.09548768","1"
"316227.766","0.0016","-55.91760035","-345.51721967","1"
"325461.783","0.001426","-56.91760029","-345.92708025","1"
"334965.439","0.00127093","-57.91760033","-346.32539852","1"
"344746.607","0.00113271","-58.91760039","-346.71249483","1"
"354813.389","0.00100953","-59.91760032","-347.088681","1"
"365174.127","8.99746123e-4","-60.91760032","-347.45426067","1"
"375837.404","8.01899576e-4","-61.91760032","-347.80952924","1"
"386812.055","7.14693745e-4","-62.91760038","-348.15477425","1"
"398107.171","6.3697147e-4","-63.91760039","-348.49027541","1"
"409732.11","5.67701422e-4","-64.91760036","-348.81630495","1"
"421696.503","5.05964428e-4","-65.91760031","-349.1331277","1"
"434010.264","4.50941268e-4","-66.91760038","-349.44100135","1"
"446683.592","4.0190183e-4","-67.91760034","-349.74017644","1"
"459726.989","3.58195381e-4","-68.91760038","-350.03089683","1"
"473151.259","3.1924197e-4","-69.91760035","-350.31339958","1"
"486967.525","2.84524706e-4","-70.91760034","-350.58791533","1"
"501187.234","2.5358291e-4","-71.91760037","-350.85466837","1"
"515822.165","2.26006007e-4","-72.91760034","-351.11387679","1"
"530884.444","2.01428066e-4","-73.91760033","-351.3657527","1"
"546386.55","1.79522953e-4","-74.91760035","-351.61050235","1"
"562341.325","1.6e-4","-75.91760034","-351.84832625","1"
"578761.988","1.4260015e-4","-76.91760033","-352.07941941","1"
"595662.144","1.27092517e-4","-77.91760037","-352.30397141","1"
"613055.792","1.13271326e-4","-78.91760034","-352.52216654","1"
"630957.344","1.00953175e-4","-79.91760032","-352.734184","1"
"649381.632","8.99746118e-5","-80.91760037","-352.94019801","1"
"668343.918","8.01899572e-5","-81.91760037","-353.14037788","1"
"687859.912","7.14693749e-5","-82.91760033","-353.33488826","1"
"707945.784","6.36971474e-5","-83.91760033","-353.52388917","1"
"728618.175","5.67701421e-5","-84.91760037","-353.70753617","1"
"749894.209","5.05964427e-5","-85.91760033","-353.88598045","1"
"771791.516","4.50941268e-5","-86.91760037","-354.05936901","1"
"794328.235","4.01901828e-5","-87.91760036","-354.22784468","1"
"817523.038","3.58195382e-5","-88.91760035","-354.39154632","1"
"841395.142","3.1924197e-5","-89.91760036","-354.55060889","1"
"865964.323","2.84524706e-5","-90.91760033","-354.70516355","1"
"891250.938","2.53582911e-5","-91.91760034","-354.85533778","1"
"917275.935","2.26006008e-5","-92.91760033","-355.00125549","1"
"944060.876","2.01428066e-5","-93.91760034","-355.1430371","1"
"971627.952","1.79522952e-5","-94.91760036","-355.28079963","1"
"1e+6","1.6e-5","-95.91760035","-355.41465682","1"
