 frequency       gain_vv         gain_db         phase_deg      
 3.80189396e+00  7.86037905e+01  3.79088698e+01 -2.88148504e+00 
 3.98107171e+00  7.86827801e+01  3.79175939e+01 -2.89313731e+00 
 4.16869383e+00  7.87549377e+01  3.79255558e+01 -2.90427260e+00 
 4.36515832e+00  7.88208448e+01  3.79328217e+01 -2.91491326e+00 
 4.57088190e+00  7.88810350e+01  3.79394520e+01 -2.92508072e+00 
 4.78630092e+00  7.89359976e+01  3.79455020e+01 -2.93479558e+00 
 5.01187234e+00  7.89861811e+01  3.79510223e+01 -2.94407759e+00 
 5.24807460e+00  7.90319965e+01  3.79560591e+01 -2.95294570e+00 
 5.49540874e+00  7.90738203e+01  3.79606544e+01 -2.96141806e+00 
 5.75439937e+00  7.91119970e+01  3.79648469e+01 -2.96951209e+00 
 6.02559586e+00  7.91468420e+01  3.79686718e+01 -2.97724446e+00 
 6.30957344e+00  7.91786439e+01  3.79721612e+01 -2.98463114e+00 
 6.60693448e+00  7.92076666e+01  3.79753444e+01 -2.99168742e+00 
 6.91830971e+00  7.92341514e+01  3.79782482e+01 -2.99842795e+00 
 7.24435960e+00  7.92583191e+01  3.79808972e+01 -3.00486674e+00 
 7.58577575e+00  7.92803713e+01  3.79833135e+01 -3.01101719e+00 
 7.94328235e+00  7.93004922e+01  3.79855177e+01 -3.01689214e+00 
 8.31763771e+00  7.93188504e+01  3.79875282e+01 -3.02250385e+00 
 8.70963590e+00  7.93355995e+01  3.79893622e+01 -3.02786408e+00 
 9.12010839e+00  7.93508802e+01  3.79910350e+01 -3.03298404e+00 
 9.54992586e+00  7.93648207e+01  3.79925608e+01 -3.03787447e+00 
 1.00000000e+01  7.93775382e+01  3.79939525e+01 -3.04254563e+00 
 1.04712855e+01  7.93891398e+01  3.79952219e+01 -3.04700735e+00 
 1.09647820e+01  7.93997230e+01  3.79963798e+01 -3.05126899e+00 
 1.14815362e+01  7.94093772e+01  3.79974358e+01 -3.05533953e+00 
 1.20226443e+01  7.94181836e+01  3.79983990e+01 -3.05922754e+00 
 1.25892541e+01  7.94262167e+01  3.79992775e+01 -3.06294121e+00 
 1.31825674e+01  7.94335441e+01  3.80000788e+01 -3.06648837e+00 
 1.38038426e+01  7.94402277e+01  3.80008096e+01 -3.06987650e+00 
 1.44543977e+01  7.94463242e+01  3.80014762e+01 -3.07311276e+00 
 1.51356125e+01  7.94518848e+01  3.80020841e+01 -3.07620398e+00 
 1.58489319e+01  7.94569568e+01  3.80026386e+01 -3.07915668e+00 
 1.65958691e+01  7.94615830e+01  3.80031443e+01 -3.08197711e+00 
 1.73780083e+01  7.94658025e+01  3.80036055e+01 -3.08467123e+00 
 1.81970086e+01  7.94696511e+01  3.80040261e+01 -3.08724473e+00 
 1.90546072e+01  7.94731613e+01  3.80044098e+01 -3.08970305e+00 
 1.99526231e+01  7.94763628e+01  3.80047597e+01 -3.09205141e+00 
 2.08929613e+01  7.94792828e+01  3.80050788e+01 -3.09429476e+00 
 2.18776162e+01  7.94819461e+01  3.80053698e+01 -3.09643786e+00 
 2.29086765e+01  7.94843751e+01  3.80056353e+01 -3.09848524e+00 
 2.39883292e+01  7.94865905e+01  3.80058774e+01 -3.10044123e+00 
 2.51188643e+01  7.94886110e+01  3.80060982e+01 -3.10230999e+00 
 2.63026799e+01  7.94904538e+01  3.80062995e+01 -3.10409546e+00 
 2.75422870e+01  7.94921345e+01  3.80064832e+01 -3.10580143e+00 
 2.88403150e+01  7.94936673e+01  3.80066507e+01 -3.10743151e+00 
 3.01995172e+01  7.94950653e+01  3.80068034e+01 -3.10898916e+00 
 3.16227766e+01  7.94963403e+01  3.80069427e+01 -3.11047768e+00 
 3.31131121e+01  7.94975030e+01  3.80070698e+01 -3.11190022e+00 
 3.46736850e+01  7.94985635e+01  3.80071856e+01 -3.11325979e+00 
 3.63078055e+01  7.94995306e+01  3.80072913e+01 -3.11455928e+00 
 3.80189396e+01  7.95004126e+01  3.80073877e+01 -3.11580145e+00 
 3.98107171e+01  7.95012169e+01  3.80074755e+01 -3.11698891e+00 
 4.16869383e+01  7.95019505e+01  3.80075557e+01 -3.11812421e+00 
 4.36515832e+01  7.95026194e+01  3.80076288e+01 -3.11920973e+00 
 4.57088190e+01  7.95032294e+01  3.80076954e+01 -3.12024778e+00 
 4.78630092e+01  7.95037857e+01  3.80077562e+01 -3.12124056e+00 
 5.01187234e+01  7.95042929e+01  3.80078116e+01 -3.12219018e+00 
 5.24807460e+01  7.95047554e+01  3.80078621e+01 -3.12309864e+00 
 5.49540874e+01  7.95051772e+01  3.80079082e+01 -3.12396789e+00 
 5.75439937e+01  7.95055617e+01  3.80079502e+01 -3.12479975e+00 
 6.02559586e+01  7.95059122e+01  3.80079885e+01 -3.12559600e+00 
 6.30957344e+01  7.95062318e+01  3.80080234e+01 -3.12635832e+00 
 6.60693448e+01  7.95065231e+01  3.80080552e+01 -3.12708832e+00 
 6.91830971e+01  7.95067887e+01  3.80080842e+01 -3.12778757e+00 
 7.24435960e+01  7.95070306e+01  3.80081107e+01 -3.12845753e+00 
 7.58577575e+01  7.95072511e+01  3.80081348e+01 -3.12909963e+00 
 7.94328235e+01  7.95074520e+01  3.80081567e+01 -3.12971524e+00 
 8.31763771e+01  7.95076350e+01  3.80081767e+01 -3.13030565e+00 
 8.70963590e+01  7.95078016e+01  3.80081949e+01 -3.13087213e+00 
 9.12010839e+01  7.95079533e+01  3.80082115e+01 -3.13141586e+00 
 9.54992586e+01  7.95080914e+01  3.80082266e+01 -3.13193801e+00 
 1.00000000e+02  7.95082169e+01  3.80082403e+01 -3.13243968e+00 
 1.04712855e+02  7.95083310e+01  3.80082527e+01 -3.13292194e+00 
 1.09647820e+02  7.95084347e+01  3.80082641e+01 -3.13338580e+00 
 1.14815362e+02  7.95085288e+01  3.80082744e+01 -3.13383226e+00 
 1.20226443e+02  7.95086142e+01  3.80082837e+01 -3.13426226e+00 
 1.25892541e+02  7.95086915e+01  3.80082921e+01 -3.13467671e+00 
 1.31825674e+02  7.95087614e+01  3.80082998e+01 -3.13507649e+00 
 1.38038426e+02  7.95088246e+01  3.80083067e+01 -3.13546245e+00 
 1.44543977e+02  7.95088814e+01  3.80083129e+01 -3.13583540e+00 
 1.51356125e+02  7.95089325e+01  3.80083185e+01 -3.13619615e+00 
 1.58489319e+02  7.95089783e+01  3.80083235e+01 -3.13654545e+00 
 1.65958691e+02  7.95090191e+01  3.80083279e+01 -3.13688404e+00 
 1.73780083e+02  7.95090553e+01  3.80083319e+01 -3.13721264e+00 
 1.81970086e+02  7.95090872e+01  3.80083353e+01 -3.13753196e+00 
 1.90546072e+02  7.95091150e+01  3.80083384e+01 -3.13784266e+00 
 1.99526231e+02  7.95091391e+01  3.80083410e+01 -3.13814540e+00 
 2.08929613e+02  7.95091596e+01  3.80083433e+01 -3.13844084e+00 
 2.18776162e+02  7.95091767e+01  3.80083451e+01 -3.13872959e+00 
 2.29086765e+02  7.95091905e+01  3.80083466e+01 -3.13901227e+00 
 2.39883292e+02  7.95092011e+01  3.80083478e+01 -3.13928947e+00 
 2.51188643e+02  7.95092087e+01  3.80083486e+01 -3.13956179e+00 
 2.63026799e+02  7.95092133e+01  3.80083491e+01 -3.13982980e+00 
 2.75422870e+02  7.95092150e+01  3.80083493e+01 -3.14009407e+00 
 2.88403150e+02  7.95092137e+01  3.80083492e+01 -3.14035516e+00 
 3.01995172e+02  7.95092094e+01  3.80083487e+01 -3.14061363e+00 
 3.16227766e+02  7.95092021e+01  3.80083479e+01 -3.14087002e+00 
 3.31131121e+02  7.95091918e+01  3.80083468e+01 -3.14112488e+00 
 3.46736850e+02  7.95091784e+01  3.80083453e+01 -3.14137874e+00 
 3.63078055e+02  7.95091617e+01  3.80083435e+01  3.14155315e+00 
 3.80189396e+02  7.95091416e+01  3.80083413e+01  3.14129966e+00 
 3.98107171e+02  7.95091179e+01  3.80083387e+01  3.14104554e+00 
 4.16869383e+02  7.95090905e+01  3.80083357e+01  3.14079027e+00 
 4.36515832e+02  7.95090591e+01  3.80083323e+01  3.14053329e+00 
 4.57088190e+02  7.95090234e+01  3.80083284e+01  3.14027406e+00 
 4.78630092e+02  7.95089831e+01  3.80083240e+01  3.14001204e+00 
 5.01187234e+02  7.95089380e+01  3.80083190e+01  3.13974666e+00 
 5.24807460e+02  7.95088875e+01  3.80083135e+01  3.13947737e+00 
 5.49540874e+02  7.95088313e+01  3.80083074e+01  3.13920360e+00 
 5.75439937e+02  7.95087689e+01  3.80083006e+01  3.13892475e+00 
 6.02559586e+02  7.95086998e+01  3.80082930e+01  3.13864025e+00 
 6.30957344e+02  7.95086233e+01  3.80082847e+01  3.13834949e+00 
 6.60693448e+02  7.95085389e+01  3.80082755e+01  3.13805185e+00 
 6.91830971e+02  7.95084458e+01  3.80082653e+01  3.13774669e+00 
 7.24435960e+02  7.95083433e+01  3.80082541e+01  3.13743338e+00 
 7.58577575e+02  7.95082304e+01  3.80082417e+01  3.13711125e+00 
 7.94328235e+02  7.95081062e+01  3.80082282e+01  3.13677962e+00 
 8.31763771e+02  7.95079696e+01  3.80082133e+01  3.13643777e+00 
 8.70963590e+02  7.95078195e+01  3.80081969e+01  3.13608500e+00 
 9.12010839e+02  7.95076547e+01  3.80081789e+01  3.13572054e+00 
 9.54992586e+02  7.95074736e+01  3.80081591e+01  3.13534363e+00 
 1.00000000e+03  7.95072749e+01  3.80081374e+01  3.13495347e+00 
 1.04712855e+03  7.95070567e+01  3.80081135e+01  3.13454922e+00 
 1.09647820e+03  7.95068172e+01  3.80080874e+01  3.13413004e+00 
 1.14815362e+03  7.95065545e+01  3.80080587e+01  3.13369504e+00 
 1.20226443e+03  7.95062662e+01  3.80080272e+01  3.13324328e+00 
 1.25892541e+03  7.95059500e+01  3.80079926e+01  3.13277382e+00 
 1.31825674e+03  7.95056031e+01  3.80079547e+01  3.13228566e+00 
 1.38038426e+03  7.95052226e+01  3.80079132e+01  3.13177776e+00 
 1.44543977e+03  7.95048053e+01  3.80078676e+01  3.13124905e+00 
 1.51356125e+03  7.95043476e+01  3.80078176e+01  3.13069841e+00 
 1.58489319e+03  7.95038457e+01  3.80077627e+01  3.13012466e+00 
 1.65958691e+03  7.95032953e+01  3.80077026e+01  3.12952661e+00 
 1.73780083e+03  7.95026916e+01  3.80076366e+01  3.12890297e+00 
 1.81970086e+03  7.95020297e+01  3.80075643e+01  3.12825242e+00 
 1.90546072e+03  7.95013039e+01  3.80074850e+01  3.12757360e+00 
 1.99526231e+03  7.95005080e+01  3.80073981e+01  3.12686505e+00 
 2.08929613e+03  7.94996353e+01  3.80073027e+01  3.12612529e+00 
 2.18776162e+03  7.94986784e+01  3.80071982e+01  3.12535274e+00 
 2.29086765e+03  7.94976291e+01  3.80070835e+01  3.12454576e+00 
 2.39883292e+03  7.94964786e+01  3.80069578e+01  3.12370266e+00 
 2.51188643e+03  7.94952172e+01  3.80068200e+01  3.12282165e+00 
 2.63026799e+03  7.94938340e+01  3.80066689e+01  3.12190086e+00 
 2.75422870e+03  7.94923175e+01  3.80065032e+01  3.12093834e+00 
 2.88403150e+03  7.94906547e+01  3.80063215e+01  3.11993206e+00 
 3.01995172e+03  7.94888316e+01  3.80061223e+01  3.11887990e+00 
 3.16227766e+03  7.94868327e+01  3.80059038e+01  3.11777963e+00 
 3.31131121e+03  7.94846411e+01  3.80056644e+01  3.11662893e+00 
 3.46736850e+03  7.94822383e+01  3.80054018e+01  3.11542536e+00 
 3.63078055e+03  7.94796039e+01  3.80051139e+01  3.11416639e+00 
 3.80189396e+03  7.94767156e+01  3.80047982e+01  3.11284936e+00 
 3.98107171e+03  7.94735490e+01  3.80044521e+01  3.11147150e+00 
 4.16869383e+03  7.94700773e+01  3.80040727e+01  3.11002990e+00 
 4.36515832e+03  7.94662711e+01  3.80036567e+01  3.10852154e+00 
 4.57088190e+03  7.94620984e+01  3.80032006e+01  3.10694322e+00 
 4.78630092e+03  7.94575238e+01  3.80027005e+01  3.10529164e+00 
 5.01187234e+03  7.94525088e+01  3.80021523e+01  3.10356334e+00 
 5.24807460e+03  7.94470110e+01  3.80015513e+01  3.10175467e+00 
 5.49540874e+03  7.94409842e+01  3.80008923e+01  3.09986186e+00 
 5.75439937e+03  7.94343774e+01  3.80001699e+01  3.09788093e+00 
 6.02559586e+03  7.94271351e+01  3.79993780e+01  3.09580775e+00 
 6.30957344e+03  7.94191963e+01  3.79985098e+01  3.09363799e+00 
 6.60693448e+03  7.94104944e+01  3.79975580e+01  3.09136713e+00 
 6.91830971e+03  7.94009562e+01  3.79965146e+01  3.08899043e+00 
 7.24435960e+03  7.93905017e+01  3.79953709e+01  3.08650296e+00 
 7.58577575e+03  7.93790433e+01  3.79941172e+01  3.08389957e+00 
 7.94328235e+03  7.93664851e+01  3.79927429e+01  3.08117487e+00 
 8.31763771e+03  7.93527222e+01  3.79912366e+01  3.07832323e+00 
 8.70963590e+03  7.93376397e+01  3.79895855e+01  3.07533879e+00 
 9.12010839e+03  7.93211119e+01  3.79877759e+01  3.07221542e+00 
 9.54992586e+03  7.93030014e+01  3.79857925e+01  3.06894674e+00 
 1.00000000e+04  7.92831579e+01  3.79836188e+01  3.06552608e+00 
 1.04712855e+04  7.92614170e+01  3.79812366e+01  3.06194650e+00 
 1.09647820e+04  7.92375992e+01  3.79786262e+01  3.05820075e+00 
 1.14815362e+04  7.92115081e+01  3.79757656e+01  3.05428132e+00 
 1.20226443e+04  7.91829294e+01  3.79726313e+01  3.05018034e+00 
 1.25892541e+04  7.91516290e+01  3.79691971e+01  3.04588966e+00 
 1.31825674e+04  7.91173514e+01  3.79654348e+01  3.04140079e+00 
 1.38038426e+04  7.90798179e+01  3.79613132e+01  3.03670492e+00 
 1.44543977e+04  7.90387246e+01  3.79567985e+01  3.03179289e+00 
 1.51356125e+04  7.89937401e+01  3.79518535e+01  3.02665519e+00 
 1.58489319e+04  7.89445039e+01  3.79464380e+01  3.02128200e+00 
 1.65958691e+04  7.88906231e+01  3.79405077e+01  3.01566312e+00 
 1.73780083e+04  7.88316705e+01  3.79340146e+01  3.00978802e+00 
 1.81970086e+04  7.87671820e+01  3.79269062e+01  3.00364581e+00 
 1.90546072e+04  7.86966533e+01  3.79191253e+01  2.99722527e+00 
 1.99526231e+04  7.86195375e+01  3.79106097e+01  2.99051484e+00 
 2.08929613e+04  7.85352416e+01  3.79012917e+01  2.98350264e+00 
 2.18776162e+04  7.84431240e+01  3.78910976e+01  2.97617649e+00 
 2.29086765e+04  7.83424905e+01  3.78799475e+01  2.96852391e+00 
 2.39883292e+04  7.82325921e+01  3.78677544e+01  2.96053215e+00 
 2.51188643e+04  7.81126208e+01  3.78544242e+01  2.95218825e+00 
 2.63026799e+04  7.79817071e+01  3.78398548e+01  2.94347902e+00 
 2.75422870e+04  7.78389168e+01  3.78239357e+01  2.93439114e+00 
 2.88403150e+04  7.76832483e+01  3.78065475e+01  2.92491119e+00 
 3.01995172e+04  7.75136299e+01  3.77875615e+01  2.91502567e+00 
 3.16227766e+04  7.73289180e+01  3.77668387e+01  2.90472116e+00 
 3.31131121e+04  7.71278953e+01  3.77442296e+01  2.89398431e+00 
 3.46736850e+04  7.69092700e+01  3.77195738e+01  2.88280198e+00 
 3.63078055e+04  7.66716757e+01  3.76926991e+01  2.87116133e+00 
 3.80189396e+04  7.64136728e+01  3.76634215e+01  2.85904996e+00 
 3.98107171e+04  7.61337499e+01  3.76315444e+01  2.84645598e+00 
 4.16869383e+04  7.58303283e+01  3.75968587e+01  2.83336823e+00 
 4.36515832e+04  7.55017669e+01  3.75591423e+01  2.81977637e+00 
 4.57088190e+04  7.51463694e+01  3.75181601e+01  2.80567110e+00 
 4.78630092e+04  7.47623936e+01  3.74736639e+01  2.79104430e+00 
 5.01187234e+04  7.43480633e+01  3.74253932e+01  2.77588926e+00 
 5.24807460e+04  7.39015825e+01  3.73730748e+01  2.76020086e+00 
 5.49540874e+04  7.34211521e+01  3.73164239e+01  2.74397581e+00 
 5.75439937e+04  7.29049900e+01  3.72551451e+01  2.72721281e+00 
 6.02559586e+04  7.23513536e+01  3.71889332e+01  2.70991285e+00 
 6.30957344e+04  7.17585651e+01  3.71174749e+01  2.69207936e+00 
 6.60693448e+04  7.11250398e+01  3.70404504e+01  2.67371845e+00 
 6.91830971e+04  7.04493164e+01  3.69575357e+01  2.65483907e+00 
 7.24435960e+04  6.97300895e+01  3.68684045e+01  2.63545325e+00 
 7.58577575e+04  6.89662431e+01  3.67727314e+01  2.61557618e+00 
 7.94328235e+04  6.81568850e+01  3.66701947e+01  2.59522634e+00 
 8.31763771e+04  6.73013804e+01  3.65604794e+01  2.57442560e+00 
 8.70963590e+04  6.63993850e+01  3.64432811e+01  2.55319922e+00 
 9.12010839e+04  6.54508747e+01  3.63183091e+01  2.53157581e+00 
 9.54992586e+04  6.44561719e+01  3.61852902e+01  2.50958728e+00 
 1.00000000e+05  6.34159675e+01  3.60439724e+01  2.48726866e+00 
 1.04712855e+05  6.23313358e+01  3.58941287e+01  2.46465790e+00 
 1.09647820e+05  6.12037434e+01  3.57355597e+01  2.44179560e+00 
 1.14815362e+05  6.00350496e+01  3.55680975e+01  2.41872464e+00 
 1.20226443e+05  5.88274990e+01  3.53916077e+01  2.39548986e+00 
 1.25892541e+05  5.75837044e+01  3.52059920e+01  2.37213757e+00 
 1.31825674e+05  5.63066225e+01  3.50111896e+01  2.34871506e+00 
 1.38038426e+05  5.49995208e+01  3.48071781e+01  2.32527017e+00 
 1.44543977e+05  5.36659373e+01  3.45939744e+01  2.30185072e+00 
 1.51356125e+05  5.23096342e+01  3.43716337e+01  2.27850400e+00 
 1.58489319e+05  5.09345475e+01  3.41402490e+01  2.25527627e+00 
 1.65958691e+05  4.95447324e+01  3.38999497e+01  2.23221230e+00 
 1.73780083e+05  4.81443084e+01  3.36508991e+01  2.20935492e+00 
 1.81970086e+05  4.67374040e+01  3.33932917e+01  2.18674460e+00 
 1.90546072e+05  4.53281035e+01  3.31273510e+01  2.16441913e+00 
 1.99526231e+05  4.39203974e+01  3.28533252e+01  2.14241332e+00 
 2.08929613e+05  4.25181366e+01  3.25714844e+01  2.12075880e+00 
 2.18776162e+05  4.11249928e+01  3.22821167e+01  2.09948385e+00 
 2.29086765e+05  3.97444248e+01  3.19855243e+01  2.07861330e+00 
 2.39883292e+05  3.83796510e+01  3.16820204e+01  2.05816848e+00 
 2.51188643e+05  3.70336290e+01  3.13719254e+01  2.03816728e+00 
 2.63026799e+05  3.57090411e+01  3.10555638e+01  2.01862416e+00 
 2.75422870e+05  3.44082863e+01  3.07332609e+01  1.99955027e+00 
 2.88403150e+05  3.31334778e+01  3.04053405e+01  1.98095364e+00 
 3.01995172e+05  3.18864454e+01  3.00721222e+01  1.96283926e+00 
 3.16227766e+05  3.06687423e+01  2.97339193e+01  1.94520935e+00 
 3.31131121e+05  2.94816550e+01  2.93910372e+01  1.92806351e+00 
 3.46736850e+05  2.83262169e+01  2.90437715e+01  1.91139895e+00 
 3.63078055e+05  2.72032232e+01  2.86924073e+01  1.89521072e+00 
 3.80189396e+05  2.61132480e+01  2.83372179e+01  1.87949190e+00 
 3.98107171e+05  2.50566615e+01  2.79784641e+01  1.86423380e+00 
 4.16869383e+05  2.40336490e+01  2.76163943e+01  1.84942622e+00 
 4.36515832e+05  2.30442282e+01  2.72512433e+01  1.83505755e+00 
 4.57088190e+05  2.20882679e+01  2.68832332e+01  1.82111503e+00 
 4.78630092e+05  2.11655050e+01  2.65125727e+01  1.80758488e+00 
 5.01187234e+05  2.02755612e+01  2.61394577e+01  1.79445246e+00 
 5.24807460e+05  1.94179584e+01  2.57640713e+01  1.78170238e+00 
 5.49540874e+05  1.85921333e+01  2.53865845e+01  1.76931870e+00 
 5.75439937e+05  1.77974511e+01  2.50071562e+01  1.75728496e+00 
 6.02559586e+05  1.70332178e+01  2.46259340e+01  1.74558431e+00 
 6.30957344e+05  1.62986910e+01  2.42430545e+01  1.73419961e+00 
 6.60693448e+05  1.55930904e+01  2.38586439e+01  1.72311350e+00 
 6.91830971e+05  1.49156066e+01  2.34728184e+01  1.71230843e+00 
 7.24435960e+05  1.42654094e+01  2.30856848e+01  1.70176677e+00 
 7.58577575e+05  1.36416547e+01  2.26973410e+01  1.69147081e+00 
 7.94328235e+05  1.30434905e+01  2.23078765e+01  1.68140280e+00 
 8.31763771e+05  1.24700627e+01  2.19173727e+01  1.67154501e+00 
 8.70963590e+05  1.19205195e+01  2.15259037e+01  1.66187972e+00 
 9.12010839e+05  1.13940156e+01  2.11335362e+01  1.65238923e+00 
 9.54992586e+05  1.08897153e+01  2.07403305e+01  1.64305591e+00 
 1.00000000e+06  1.04067956e+01  2.03463405e+01  1.63386217e+00 
